inflow_vol,month,starting_stage
84966,June,3833.35
66565,May,3813.63
47990,July,3841.54
74468,July,3804.54
59242,June,3801.81
59271,August,3798.12
79908,May,3816.84
59043,May,3840.43
58761,May,3807.21
124489,June,3806.52
68704,August,3799.31
48051,July,3799.53
78548,July,3806.83
60116,August,3807.69
65476,September,3821.05
66632,June,3819.84
69051,July,3852.23
83539,August,3834.79
78027,May,3812.72
125671,May,3808.38
83111,June,3832.84
68863,May,3823.00
65774,July,3817.87
65072,August,3841.93
81946,May,3847.63
59358,July,3850.50
79697,August,3852.24
85175,August,3835.14
43999,August,3846.17
115396,May,3799.76
66646,July,3846.92
76495,July,3799.96
94173,June,3848.78
73328,May,3851.31
111024,August,3803.03
48490,June,3808.01
85435,May,3849.75
63721,June,3804.33
70940,May,3839.24
92817,July,3794.55
82698,June,3807.81
69969,July,3832.08
68223,August,3816.01
70457,May,3810.69
54080,August,3802.13
80772,July,3833.47
75953,July,3804.83
107502,July,3801.03
65391,July,3799.80
91356,August,3801.45
62748,May,3852.40
72647,July,3854.16
96286,September,3803.98
79324,May,3814.20
72444,July,3814.94
74753,July,3852.21
64844,April,3815.68
82041,June,3836.86
60427,May,3847.21
56344,August,3820.60
52802,May,3819.80
83767,August,3839.27
87766,May,3807.89
84226,August,3848.17
78366,May,3822.30
99654,July,3840.02
49519,September,3826.81
60510,August,3850.74
58294,June,3809.17
77933,June,3820.40
96994,July,3816.26
86337,May,3824.01
113659,July,3799.16
84101,August,3844.29
85596,May,3808.45
82627,May,3821.99
80777,June,3806.51
65000,June,3805.94
108323,August,3803.28
64474,April,3828.29
78047,July,3839.90
59842,May,3823.50
94242,August,3839.55
79391,June,3795.50
137648,June,3841.63
65890,July,3829.71
57119,August,3801.15
85715,July,3808.61
87504,May,3825.30
72592,August,3800.64
84177,July,3838.16
81913,May,3816.08
92249,June,3809.57
60833,June,3833.27
92242,May,3806.83
102695,May,3834.40
58918,May,3828.59
102992,June,3841.16
63910,May,3850.49
73351,July,3803.45
53660,August,3813.71
102485,May,3819.55
78249,June,3858.39
86166,July,3840.00
72503,July,3810.85
79579,August,3853.81
98677,May,3836.94
69744,May,3812.77
82457,August,3848.44
129281,June,3834.55
96706,August,3832.10
114447,May,3804.06
85001,May,3807.66
72872,August,3832.64
104839,August,3802.68
92850,August,3807.92
80322,August,3836.01
65720,August,3805.62
72053,July,3792.33
95942,May,3808.61
109419,July,3806.46
92701,May,3852.98
61996,June,3816.88
98211,August,3830.51
67234,July,3852.10
85582,May,3850.89
95253,June,3816.33
89250,May,3826.02
52041,July,3823.00
83666,July,3848.04
68578,August,3811.70
85489,May,3818.21
69691,July,3812.34
89623,August,3826.34
41204,June,3807.21
83237,June,3857.64
92033,June,3857.56
142333,June,3810.35
85764,April,3849.42
92479,June,3808.79
90731,August,3832.99
61415,July,3812.16
88007,June,3823.10
84332,August,3824.33
66412,May,3810.43
90854,June,3813.06
83410,May,3808.61
67878,July,3800.34
242162,June,3830.21
77655,June,3846.44
68028,June,3848.88
76832,July,3801.98
93582,August,3830.19
93956,May,3812.89
93971,May,3805.75
80833,May,3833.12
65397,May,3815.24
100149,June,3803.16
95546,May,3847.78
100033,July,3810.68
80175,June,3810.11
85818,July,3830.36
82748,June,3803.79
76847,May,3838.05
76614,September,3843.94
77878,May,3847.48
94741,August,3805.10
81249,May,3836.94
110501,May,3825.36
145747,July,3814.97
104235,July,3842.76
64117,June,3795.06
93747,July,3847.72
99408,August,3838.25
110493,June,3795.28
120961,September,3852.44
63829,August,3843.59
90395,May,3834.62
69375,May,3813.98
61113,June,3843.68
77638,May,3837.32
71347,September,3800.78
104568,May,3822.60
81118,June,3833.00
135766,May,3797.57
58573,August,3807.22
107564,May,3806.61
69113,June,3809.23
76686,April,3812.42
54496,July,3803.68
108902,June,3850.27
97339,August,3803.92
50844,August,3851.99
70209,June,3839.64
93575,July,3840.21
90445,August,3834.00
86476,August,3840.62
84555,July,3816.90
96388,May,3828.28
164587,June,3854.41
71891,July,3798.34
110224,September,3803.62
78278,May,3852.90
56762,June,3808.56
111101,July,3837.83
78313,July,3855.07
78712,May,3855.16
152274,June,3823.81
100506,June,3827.53
164298,June,3811.90
83440,September,3804.12
82422,August,3851.18
76747,July,3825.91
95585,July,3804.30
87043,June,3842.85
111983,August,3805.12
107898,June,3841.26
108406,June,3810.82
103071,June,3849.11
101336,July,3840.48
119050,June,3805.33
83878,May,3853.48
112226,May,3812.35
138448,July,3846.84
104362,June,3825.32
97066,May,3795.34
90338,May,3812.08
77734,August,3805.39
86147,July,3817.27
82568,May,3807.65
85206,April,3812.78
98578,May,3852.77
86983,June,3803.90
106486,May,3811.14
108351,July,3825.67
107514,July,3818.71
96615,June,3812.57
109768,April,3811.41
219053,June,3846.23
87422,August,3824.45
121158,July,3808.70
114943,June,3796.25
95437,May,3852.66
79207,July,3801.19
95697,August,3827.08
73677,June,3806.90
84737,August,3803.00
107808,July,3816.98
146582,July,3851.23
103220,May,3811.61
87421,July,3819.89
67642,August,3826.71
102652,August,3798.13
86749,June,3816.73
108037,August,3838.03
72381,June,3844.10
92036,August,3800.05
92812,May,3840.00
65605,May,3806.94
120977,May,3813.47
142300,July,3801.13
145488,July,3850.26
56058,June,3795.02
66764,July,3807.85
59519,June,3801.99
90610,September,3841.34
86198,August,3853.14
97368,August,3792.12
94341,June,3851.80
97737,June,3828.33
73570,July,3806.86
77581,June,3805.44
56255,July,3792.36
144644,May,3822.92
84898,May,3831.29
105661,June,3858.46
92124,May,3852.95
74844,July,3805.17
96307,July,3816.42
114638,May,3821.30
82919,May,3821.23
107493,May,3811.94
100527,June,3840.34
102974,July,3812.85
82570,June,3810.16
79684,April,3799.83
93126,June,3810.13
134767,July,3793.73
105559,September,3850.22
68989,July,3806.65
125236,August,3808.87
88462,July,3837.10
94802,June,3840.52
71799,June,3808.81
89080,June,3805.64
84665,August,3845.05
113842,May,3841.65
95299,July,3841.27
87084,June,3811.02
84457,July,3840.58
117879,May,3842.67
144552,June,3807.18
106197,May,3841.71
59080,September,3800.60
86007,May,3824.81
106764,August,3818.73
143303,August,3838.74
102684,July,3812.11
101872,August,3838.14
101963,July,3854.58
104752,May,3820.90
94651,July,3802.89
104921,July,3828.22
128996,July,3821.26
103146,July,3811.83
147025,May,3806.75
127694,June,3818.92
90460,June,3802.45
95575,August,3802.18
166466,August,3814.42
59796,July,3805.96
101329,July,3814.67
103678,May,3850.01
141728,May,3810.15
126441,June,3835.45
100028,August,3810.78
93498,July,3801.34
124209,August,3845.69
103726,June,3812.92
67438,August,3804.38
104844,April,3817.58
97238,June,3803.84
97249,September,3832.86
93559,July,3802.73
80536,August,3838.73
99393,May,3808.74
133340,May,3821.09
129688,May,3850.51
64469,May,3802.96
146571,May,3831.53
72543,July,3835.79
134307,July,3853.95
72587,May,3853.22
139608,May,3808.15
87816,September,3807.19
106203,May,3806.89
84293,August,3814.87
133341,May,3809.09
142164,August,3799.43
128786,May,3852.62
77533,August,3850.92
87017,August,3805.25
127715,August,3853.52
66869,June,3815.35
87444,August,3798.47
96256,June,3858.31
80857,August,3824.83
116178,June,3846.24
125788,May,3816.66
115775,June,3853.79
117036,July,3803.36
130064,May,3820.85
74781,August,3809.77
74134,June,3854.24
81099,May,3815.87
107378,May,3813.76
81435,August,3835.56
121057,June,3847.08
76529,September,3833.85
120016,May,3798.74
68382,July,3822.22
130970,May,3837.80
144549,June,3835.63
93054,August,3799.43
118069,June,3817.69
88900,July,3816.53
166339,August,3840.71
80017,July,3813.84
108701,August,3804.52
79635,August,3802.93
91974,June,3834.79
91833,June,3814.02
117374,June,3833.11
145930,May,3834.03
105150,June,3833.91
115807,July,3811.49
84256,May,3827.73
90913,July,3805.19
126809,May,3853.00
114363,July,3799.98
117779,August,3798.15
156282,June,3841.30
82272,June,3847.69
140335,June,3833.89
79691,June,3819.68
142600,June,3845.53
175765,July,3854.39
87999,August,3834.45
119674,August,3803.15
87698,July,3798.32
103234,May,3824.04
82214,June,3841.80
121533,August,3802.64
156780,August,3803.03
95236,June,3806.42
155532,September,3838.75
88671,June,3801.97
107128,June,3795.21
85276,May,3810.80
115771,May,3803.39
82804,May,3850.03
116740,August,3806.45
92253,May,3848.83
111958,July,3833.18
81972,September,3853.27
115429,July,3809.84
152543,July,3841.79
108028,August,3808.10
157685,July,3797.76
127442,August,3797.06
135766,September,3849.46
82682,August,3806.18
104954,July,3809.16
67508,June,3822.91
91205,June,3843.78
120524,June,3830.50
111583,August,3798.11
167126,May,3810.09
121865,June,3805.75
111333,July,3808.11
139179,June,3814.79
91328,July,3798.09
124053,May,3806.77
110484,July,3812.46
175897,May,3860.71
77453,August,3851.59
86680,July,3796.69
80358,July,3844.51
146318,August,3806.37
100847,May,3811.34
114830,May,3807.98
160112,August,3809.03
106154,July,3818.63
105119,May,3853.24
146796,June,3817.94
93487,May,3821.16
132421,August,3835.46
98244,July,3828.36
96564,July,3839.96
110037,July,3851.93
209663,May,3831.04
120281,May,3809.53
98613,June,3848.15
76640,June,3818.79
113380,August,3802.37
95895,June,3838.75
133500,August,3852.86
102246,June,3810.11
84738,May,3836.44
157551,June,3807.54
163342,August,3798.34
120994,May,3838.96
104168,August,3809.64
103007,May,3815.12
134296,August,3817.15
125190,June,3816.11
100578,July,3811.04
130299,June,3848.59
79858,May,3808.90
117346,May,3853.49
118766,June,3835.68
142871,May,3809.79
107236,April,3799.58
159343,August,3800.48
105484,May,3836.59
114453,May,3844.30
117426,July,3844.60
115733,August,3801.89
118033,September,3812.80
95946,June,3828.30
111273,August,3828.62
119183,June,3814.82
84603,June,3804.09
119972,May,3825.62
163996,May,3805.58
84252,July,3802.87
148724,September,3820.14
186792,August,3850.35
93185,June,3858.23
98747,May,3807.16
110393,August,3809.76
131908,May,3835.41
141726,June,3816.75
154740,July,3820.68
169139,June,3841.69
142265,July,3812.25
88115,June,3836.12
133379,August,3799.22
126218,July,3802.35
129774,June,3841.77
94145,August,3822.40
121305,June,3844.47
127458,May,3852.18
108913,September,3803.92
106235,June,3837.78
122811,August,3822.42
115888,July,3803.61
118219,May,3807.73
96442,May,3853.45
123188,June,3802.24
96000,July,3822.69
117059,July,3827.01
85293,July,3807.07
164371,June,3831.20
106742,July,3840.99
142756,April,3799.87
178477,August,3850.41
117935,May,3848.55
120511,June,3810.79
165671,June,3842.52
138949,July,3810.77
173486,May,3822.43
137085,September,3821.59
114432,July,3853.39
118346,May,3814.22
116734,July,3852.17
135511,June,3809.94
102569,July,3821.67
122606,July,3809.25
91133,June,3843.98
125754,June,3839.80
71365,August,3852.07
109832,July,3816.78
86584,July,3847.43
163322,August,3805.14
136226,July,3830.30
110073,August,3852.21
81361,June,3842.19
135357,July,3854.80
135760,June,3806.70
138571,June,3853.42
97279,July,3832.47
160161,June,3855.44
135849,June,3835.01
145298,August,3839.38
169789,July,3797.77
107612,June,3830.97
107004,July,3805.15
195219,June,3806.30
120993,May,3806.66
97793,August,3812.15
94710,June,3815.41
114971,August,3796.94
155964,May,3798.46
96877,June,3842.80
120241,May,3809.05
140045,August,3803.26
88743,July,3843.50
89877,July,3803.02
175775,June,3813.42
123564,June,3813.46
102932,June,3817.58
103331,May,3842.66
72748,August,3843.80
122721,July,3814.51
154602,August,3828.08
132866,July,3822.96
111437,August,3796.92
135267,May,3824.32
119344,September,3812.70
153724,June,3841.93
89138,August,3810.21
101287,June,3809.25
104406,August,3811.56
119774,June,3822.27
123116,June,3819.16
95064,June,3807.06
96388,September,3808.64
94390,July,3804.00
156577,August,3809.84
158991,May,3808.94
85680,May,3810.36
76521,August,3827.56
180710,July,3835.47
150827,April,3820.53
152006,May,3821.18
215582,June,3845.25
126684,July,3847.65
118983,May,3829.34
124420,August,3839.03
188051,July,3799.68
144749,June,3842.75
139035,August,3806.46
130341,June,3833.17
303951,May,3811.42
123673,July,3806.54
115243,May,3859.54
125264,July,3811.22
152981,June,3822.48
182985,May,3809.53
112686,May,3816.17
125367,July,3805.31
404465,July,3852.73
153735,June,3842.34
190779,June,3802.01
130545,August,3809.66
113913,July,3852.61
109882,August,3808.16
141023,May,3799.66
166865,August,3826.34
254960,August,3850.77
111070,July,3838.72
130345,May,3842.78
150223,July,3810.38
123944,July,3802.55
134137,May,3813.85
142056,June,3830.24
111473,July,3825.61
131432,August,3831.59
179645,July,3813.25
153069,April,3815.64
181812,July,3807.60
209651,August,3850.16
135938,August,3805.81
161697,June,3820.72
133663,June,3847.25
173681,June,3837.54
100016,July,3801.88
164351,September,3808.88
148652,June,3845.36
113782,May,3826.03
98786,June,3853.74
172905,June,3807.97
94618,May,3819.71
123884,May,3809.40
96352,September,3845.21
127316,June,3833.91
136028,July,3843.41
145320,June,3848.37
135266,May,3850.68
119458,May,3830.07
130777,August,3804.25
107907,June,3806.00
188059,May,3832.16
117450,July,3838.04
112071,September,3797.19
94592,May,3798.44
183490,May,3809.61
138713,June,3814.21
117241,June,3815.99
185971,August,3807.25
129891,September,3809.61
99176,May,3831.00
151596,July,3824.35
161206,June,3838.96
117905,June,3854.58
468615,June,3812.73
105633,June,3852.08
115362,April,3815.44
178968,June,3825.28
133837,July,3801.23
127712,June,3833.63
188470,July,3805.11
258441,July,3820.90
121573,May,3809.40
100232,July,3817.00
93973,June,3834.85
136874,June,3805.85
117334,June,3828.49
157195,June,3814.23
118485,May,3816.76
86709,May,3851.40
153860,August,3842.12
145523,April,3848.91
154923,August,3853.51
208180,August,3845.90
149238,May,3803.59
181910,August,3808.87
148969,September,3797.28
192022,August,3803.85
100037,July,3830.12
141927,June,3818.41
137380,May,3832.97
134840,August,3831.79
137152,May,3862.04
198081,June,3843.46
110231,May,3838.42
94451,June,3813.48
135385,May,3811.22
122339,June,3849.31
112727,August,3805.07
119017,August,3797.06
157166,August,3806.98
82992,July,3821.01
87958,June,3840.54
85927,August,3802.53
218619,September,3798.58
148220,August,3854.45
164331,May,3806.06
128564,July,3801.06
90562,May,3806.58
174034,July,3800.99
152227,July,3801.52
349653,April,3812.13
214336,June,3817.25
140428,August,3801.01
280048,April,3823.28
117743,July,3829.37
94885,July,3840.17
143741,June,3855.56
132042,May,3852.23
235756,May,3842.30
141537,May,3843.12
133420,May,3813.07
91313,April,3853.43
113983,June,3807.93
116746,August,3800.63
162792,May,3808.06
166121,May,3844.92
108699,August,3851.55
135475,July,3805.95
139389,August,3815.55
130370,August,3801.39
149272,May,3838.14
141842,June,3815.37
118191,August,3835.12
143593,July,3795.93
168043,July,3852.18
199919,June,3817.62
107782,May,3833.03
135691,August,3824.09
130181,August,3847.56
242229,May,3806.76
160647,July,3838.45
148762,August,3836.58
167658,June,3819.43
129654,May,3810.88
163688,July,3835.40
207996,June,3817.35
155169,June,3840.36
143791,July,3852.03
98756,August,3811.57
116471,August,3820.18
167535,June,3836.58
212159,July,3843.74
172955,May,3821.65
124633,June,3819.12
126547,June,3804.66
110891,May,3807.04
386832,August,3808.90
155299,August,3839.87
158575,July,3842.66
175502,June,3802.70
143474,May,3818.42
149402,June,3812.22
132062,May,3821.30
124812,July,3837.55
160753,July,3799.18
265418,May,3845.29
189853,September,3797.05
100674,July,3802.39
174016,June,3820.76
152859,May,3817.48
83047,June,3806.06
111640,May,3806.49
172152,June,3811.66
161199,June,3805.20
220681,May,3823.08
184871,June,3806.42
184424,May,3850.49
114013,May,3840.31
105166,June,3834.37
153537,July,3812.02
152670,May,3837.13
94933,May,3815.36
166028,June,3839.15
103579,May,3813.19
137006,August,3802.01
210193,June,3795.08
135397,July,3849.86
193574,June,3851.04
226232,June,3853.85
150838,August,3838.14
137982,May,3843.60
208291,June,3833.70
98632,June,3849.17
220958,July,3798.75
206231,May,3819.54
155017,June,3848.43
232391,July,3848.84
135120,May,3841.81
222293,July,3810.33
222311,August,3853.45
133242,June,3825.77
96455,July,3811.93
268285,July,3849.62
129078,July,3807.05
139795,July,3799.14
278568,June,3840.65
151269,June,3852.74
298478,May,3834.93
100497,June,3845.03
189686,May,3853.84
143856,May,3818.91
196340,July,3851.17
177845,May,3819.99
204726,June,3809.73
218846,May,3823.64
166561,July,3803.91
213258,May,3826.72
205873,May,3858.10
80746,June,3837.36
246351,May,3842.98
182018,July,3820.38
131603,August,3808.25
156720,June,3848.82
129630,August,3823.20
162068,April,3805.63
138498,June,3817.28
160946,August,3798.23
101552,May,3812.53
108171,May,3848.35
172807,August,3844.08
228701,June,3849.46
108155,July,3805.54
182765,May,3821.05
278145,July,3826.62
117037,June,3835.00
176690,July,3809.76
117142,May,3813.80
142686,June,3839.17
113116,August,3791.99
74084,June,3820.33
146123,June,3825.95
137009,July,3828.18
143743,June,3802.17
151978,August,3852.29
148946,August,3830.33
164498,July,3798.45
150936,July,3808.36
173033,July,3832.31
169452,August,3810.87
192687,June,3817.88
152659,May,3853.85
184607,June,3795.19
242858,July,3819.22
166158,July,3807.84
205806,July,3842.00
132140,June,3858.19
150461,September,3851.02
185949,June,3849.25
204799,July,3799.57
164487,July,3816.26
151618,June,3804.60
176744,June,3846.08
138314,July,3801.48
330982,June,3803.71
158812,July,3838.17
204377,August,3805.50
271776,August,3804.29
95412,May,3820.89
166640,August,3797.85
160359,May,3818.61
251263,August,3804.35
155118,June,3805.08
124760,May,3804.76
206645,July,3850.00
120283,May,3839.96
242666,May,3845.82
115216,July,3808.76
187118,May,3797.60
200921,August,3825.10
155539,June,3818.33
415468,July,3815.22
145011,May,3811.36
180440,May,3849.31
235135,May,3821.01
199608,June,3853.87
187617,August,3846.21
211264,June,3815.53
160798,August,3797.95
123390,June,3838.86
123609,August,3826.53
179624,May,3861.05
371037,June,3834.22
151013,September,3820.00
169250,July,3846.57
427201,May,3824.57
170528,June,3795.05
220722,June,3853.85
159132,May,3839.72
184821,July,3802.18
146724,June,3848.12
141933,July,3809.29
192913,June,3836.38
142847,August,3805.18
201653,May,3842.22
165546,May,3805.45
133998,July,3849.68
181475,May,3816.82
